"Step","yolov7-self-driving - metrics/mAP_0.5","yolov7-self-driving - metrics/mAP_0.5__MIN","yolov7-self-driving - metrics/mAP_0.5__MAX"
"0","0.21214719263254794","0.21214719263254794","0.21214719263254794"
"1","0.32891935217918883","0.32891935217918883","0.32891935217918883"
"2","0.3905110009880669","0.3905110009880669","0.3905110009880669"
"3","0.4485920286848314","0.4485920286848314","0.4485920286848314"
"4","0.4508919683210609","0.4508919683210609","0.4508919683210609"
"5","0.4831491727652987","0.4831491727652987","0.4831491727652987"
"6","0.45839716529711305","0.45839716529711305","0.45839716529711305"
"7","0.5024472353695203","0.5024472353695203","0.5024472353695203"
"8","0.4832305944933447","0.4832305944933447","0.4832305944933447"
"9","0.49380991857678264","0.49380991857678264","0.49380991857678264"
"10","0.5044069886442994","0.5044069886442994","0.5044069886442994"
"11","0.5114166946608931","0.5114166946608931","0.5114166946608931"
"12","0.4910960097400657","0.4910960097400657","0.4910960097400657"
"13","0.5058671564454474","0.5058671564454474","0.5058671564454474"
"14","0.5109869983406382","0.5109869983406382","0.5109869983406382"
"15","0.5116073693345807","0.5116073693345807","0.5116073693345807"
"16","0.5228214772682678","0.5228214772682678","0.5228214772682678"
"17","0.5230804174137306","0.5230804174137306","0.5230804174137306"
"18","0.5157204833812975","0.5157204833812975","0.5157204833812975"
"19","0.5214644674041186","0.5214644674041186","0.5214644674041186"
"20","0.5344810552627404","0.5344810552627404","0.5344810552627404"
"21","0.5174986399517858","0.5174986399517858","0.5174986399517858"
"22","0.5153486003773347","0.5153486003773347","0.5153486003773347"
"23","0.5230245204602335","0.5230245204602335","0.5230245204602335"
"24","0.5378121898188484","0.5378121898188484","0.5378121898188484"
"25","0.5294161279072551","0.5294161279072551","0.5294161279072551"
"26","0.5409923548016783","0.5409923548016783","0.5409923548016783"
"27","0.5509395462602265","0.5509395462602265","0.5509395462602265"
"28","0.5468148387623708","0.5468148387623708","0.5468148387623708"
"29","0.5313244585750425","0.5313244585750425","0.5313244585750425"
"30","0.5490581443011173","0.5490581443011173","0.5490581443011173"
"31","0.5308393733049679","0.5308393733049679","0.5308393733049679"
"32","0.5403836879267934","0.5403836879267934","0.5403836879267934"
"33","0.5443447350693408","0.5443447350693408","0.5443447350693408"
"34","0.5375933646560898","0.5375933646560898","0.5375933646560898"
"35","0.5380177411699812","0.5380177411699812","0.5380177411699812"
"36","0.536122698089615","0.536122698089615","0.536122698089615"
"37","0.5377769519125022","0.5377769519125022","0.5377769519125022"
"38","0.5351686016622245","0.5351686016622245","0.5351686016622245"
"39","0.5241360637358266","0.5241360637358266","0.5241360637358266"
"40","0.5360709406460087","0.5360709406460087","0.5360709406460087"
"41","0.5346801340881463","0.5346801340881463","0.5346801340881463"
"42","0.5379878155785478","0.5379878155785478","0.5379878155785478"
"43","0.5325674289219979","0.5325674289219979","0.5325674289219979"
"44","0.5306611347750441","0.5306611347750441","0.5306611347750441"
"45","0.5440785724909782","0.5440785724909782","0.5440785724909782"
"46","0.5412644247756113","0.5412644247756113","0.5412644247756113"
"47","0.5408233955653523","0.5408233955653523","0.5408233955653523"
"48","0.5307405970328334","0.5307405970328334","0.5307405970328334"
"49","0.5259451432264036","0.5259451432264036","0.5259451432264036"
"50","0.5318670508555275","0.5318670508555275","0.5318670508555275"
"51","0.5373288674010376","0.5373288674010376","0.5373288674010376"
"52","0.5410312582859824","0.5410312582859824","0.5410312582859824"
"53","0.5321949524436833","0.5321949524436833","0.5321949524436833"
"54","0.5451758248469616","0.5451758248469616","0.5451758248469616"
"55","0.5415774492355135","0.5415774492355135","0.5415774492355135"
"56","0.5524111011697938","0.5524111011697938","0.5524111011697938"
"57","0.5458330672100052","0.5458330672100052","0.5458330672100052"
"58","0.5576202637608778","0.5576202637608778","0.5576202637608778"
"59","0.5553138475304711","0.5553138475304711","0.5553138475304711"
"60","0.5347790765039663","0.5347790765039663","0.5347790765039663"
"61","0.5505657704908252","0.5505657704908252","0.5505657704908252"
"62","0.5396166953183901","0.5396166953183901","0.5396166953183901"
"63","0.5494825112864625","0.5494825112864625","0.5494825112864625"
"64","0.5475494072951023","0.5475494072951023","0.5475494072951023"
"65","0.5367201674554462","0.5367201674554462","0.5367201674554462"
"66","0.5475362498334786","0.5475362498334786","0.5475362498334786"
"67","0.5476948656219556","0.5476948656219556","0.5476948656219556"
"68","0.5510777207212587","0.5510777207212587","0.5510777207212587"
"69","0.549437150872248","0.549437150872248","0.549437150872248"
"70","0.5512469957176575","0.5512469957176575","0.5512469957176575"
"71","0.5541805148095561","0.5541805148095561","0.5541805148095561"
"72","0.5573447867286493","0.5573447867286493","0.5573447867286493"
"73","0.5605908019564424","0.5605908019564424","0.5605908019564424"
"74","0.5546062706995059","0.5546062706995059","0.5546062706995059"
"75","0.5496542852293419","0.5496542852293419","0.5496542852293419"
"76","0.5524305582701555","0.5524305582701555","0.5524305582701555"
"77","0.5533192974251142","0.5533192974251142","0.5533192974251142"
"78","0.545370713033754","0.545370713033754","0.545370713033754"
"79","0.5495225435369707","0.5495225435369707","0.5495225435369707"
"80","0.5504938840844182","0.5504938840844182","0.5504938840844182"
"81","0.5460776603252613","0.5460776603252613","0.5460776603252613"
"82","0.5535877679860037","0.5535877679860037","0.5535877679860037"
"83","0.5562385847314555","0.5562385847314555","0.5562385847314555"
"84","0.5507909941601463","0.5507909941601463","0.5507909941601463"
"85","0.5612058618454976","0.5612058618454976","0.5612058618454976"
"86","0.5509240511506533","0.5509240511506533","0.5509240511506533"
"87","0.5485170324322575","0.5485170324322575","0.5485170324322575"
"88","0.5422949719037446","0.5422949719037446","0.5422949719037446"
"89","0.5492993750596795","0.5492993750596795","0.5492993750596795"
"90","0.5540355121874517","0.5540355121874517","0.5540355121874517"
"91","0.5447950099414974","0.5447950099414974","0.5447950099414974"
"92","0.5432239519886928","0.5432239519886928","0.5432239519886928"
"93","0.5546308844319107","0.5546308844319107","0.5546308844319107"
"94","0.5551108658030801","0.5551108658030801","0.5551108658030801"
"95","0.5446165134390419","0.5446165134390419","0.5446165134390419"
"96","0.5550431354635539","0.5550431354635539","0.5550431354635539"
"97","0.5638287071516908","0.5638287071516908","0.5638287071516908"
"98","0.561571718348062","0.561571718348062","0.561571718348062"
"99","0.5562866839163965","0.5562866839163965","0.5562866839163965"
"100","0.561653282484485","0.561653282484485","0.561653282484485"
"101","0.5576579541187062","0.5576579541187062","0.5576579541187062"
"102","0.5582417197865356","0.5582417197865356","0.5582417197865356"
"103","0.5606879517285729","0.5606879517285729","0.5606879517285729"
"104","0.5574781375873833","0.5574781375873833","0.5574781375873833"
"105","0.5554721185626139","0.5554721185626139","0.5554721185626139"
"106","0.5475112409432585","0.5475112409432585","0.5475112409432585"
"107","0.5488922938578549","0.5488922938578549","0.5488922938578549"
"108","0.5517818109766809","0.5517818109766809","0.5517818109766809"
"109","0.550818040701164","0.550818040701164","0.550818040701164"
"110","0.5556063288879359","0.5556063288879359","0.5556063288879359"
"111","0.5545300806071871","0.5545300806071871","0.5545300806071871"
"112","0.5541294812033104","0.5541294812033104","0.5541294812033104"
"113","0.5542572406454728","0.5542572406454728","0.5542572406454728"
"114","0.5567735953758548","0.5567735953758548","0.5567735953758548"
"115","0.5593626030992798","0.5593626030992798","0.5593626030992798"
"116","0.5625724374816403","0.5625724374816403","0.5625724374816403"
"117","0.566520153541117","0.566520153541117","0.566520153541117"
"118","0.565228001655577","0.565228001655577","0.565228001655577"
"119","0.5670366817714731","0.5670366817714731","0.5670366817714731"
"120","0.5665106408724936","0.5665106408724936","0.5665106408724936"
"121","0.5641362608210445","0.5641362608210445","0.5641362608210445"
"122","0.565703586174792","0.565703586174792","0.565703586174792"
"123","0.5630415445469508","0.5630415445469508","0.5630415445469508"
"124","0.563767911991039","0.563767911991039","0.563767911991039"
"125","0.5636021868348109","0.5636021868348109","0.5636021868348109"
"126","0.5634072651799564","0.5634072651799564","0.5634072651799564"
"127","0.5639920289273818","0.5639920289273818","0.5639920289273818"
"128","0.5619387036088904","0.5619387036088904","0.5619387036088904"
"129","0.5621377460392056","0.5621377460392056","0.5621377460392056"
"130","0.5630655347798514","0.5630655347798514","0.5630655347798514"
"131","0.5624621085993055","0.5624621085993055","0.5624621085993055"
"132","0.5643239530666085","0.5643239530666085","0.5643239530666085"
"133","0.5652455514906758","0.5652455514906758","0.5652455514906758"
"134","0.5635391892845539","0.5635391892845539","0.5635391892845539"
"135","0.5624885445448704","0.5624885445448704","0.5624885445448704"
"136","0.5614029964489232","0.5614029964489232","0.5614029964489232"
"137","0.5594838454165008","0.5594838454165008","0.5594838454165008"
"138","0.5575126615796334","0.5575126615796334","0.5575126615796334"
"139","0.5559937643297566","0.5559937643297566","0.5559937643297566"
"140","0.5548905919222754","0.5548905919222754","0.5548905919222754"
"141","0.5547774220546694","0.5547774220546694","0.5547774220546694"
"142","0.5549533239502665","0.5549533239502665","0.5549533239502665"
"143","0.5573403216873838","0.5573403216873838","0.5573403216873838"
"144","0.5575992767723387","0.5575992767723387","0.5575992767723387"
"145","0.5589220002271506","0.5589220002271506","0.5589220002271506"
"146","0.5587951387819793","0.5587951387819793","0.5587951387819793"
"147","0.5590559474624022","0.5590559474624022","0.5590559474624022"
"148","0.5590453507701081","0.5590453507701081","0.5590453507701081"
"149","0.5582842662181802","0.5582842662181802","0.5582842662181802"
"150","0.5580923350586221","0.5580923350586221","0.5580923350586221"
"151","0.5604738440898348","0.5604738440898348","0.5604738440898348"
"152","0.5606265904562154","0.5606265904562154","0.5606265904562154"
"153","0.5608314605900082","0.5608314605900082","0.5608314605900082"
"154","0.5606816162986642","0.5606816162986642","0.5606816162986642"
"155","0.5607720117500785","0.5607720117500785","0.5607720117500785"
"156","0.5601107748980791","0.5601107748980791","0.5601107748980791"
"157","0.561030715777749","0.561030715777749","0.561030715777749"
"158","0.5596966476209022","0.5596966476209022","0.5596966476209022"
"159","0.5598904393434131","0.5598904393434131","0.5598904393434131"
"160","0.5587355673866663","0.5587355673866663","0.5587355673866663"
"161","0.5587798812181161","0.5587798812181161","0.5587798812181161"
"162","0.5589089296220611","0.5589089296220611","0.5589089296220611"
"163","0.5586891165833412","0.5586891165833412","0.5586891165833412"
"164","0.5587034884347446","0.5587034884347446","0.5587034884347446"
"165","0.558427308470663","0.558427308470663","0.558427308470663"
"166","0.558452952446766","0.558452952446766","0.558452952446766"
"167","0.558472679021381","0.558472679021381","0.558472679021381"
"168","0.5582888854860493","0.5582888854860493","0.5582888854860493"
"169","0.5585320365352426","0.5585320365352426","0.5585320365352426"
"170","0.5597569386097013","0.5597569386097013","0.5597569386097013"
"171","0.5590773123406795","0.5590773123406795","0.5590773123406795"
"172","0.5584301849165574","0.5584301849165574","0.5584301849165574"
"173","0.558763197349583","0.558763197349583","0.558763197349583"
"174","0.5588749242642296","0.5588749242642296","0.5588749242642296"
"175","0.559081707693143","0.559081707693143","0.559081707693143"
"176","0.5585221605857604","0.5585221605857604","0.5585221605857604"
"177","0.5586740389918358","0.5586740389918358","0.5586740389918358"
"178","0.5581410649423847","0.5581410649423847","0.5581410649423847"
"179","0.5587251919599874","0.5587251919599874","0.5587251919599874"
"180","0.5595056581318442","0.5595056581318442","0.5595056581318442"
"181","0.5597340270834795","0.5597340270834795","0.5597340270834795"
"182","0.5585409521821105","0.5585409521821105","0.5585409521821105"
"183","0.5582312482694262","0.5582312482694262","0.5582312482694262"
"184","0.559024365128037","0.559024365128037","0.559024365128037"
"185","0.5580514693664471","0.5580514693664471","0.5580514693664471"
"186","0.5585744144116929","0.5585744144116929","0.5585744144116929"
"187","0.5588273262945072","0.5588273262945072","0.5588273262945072"
"188","0.558492801111378","0.558492801111378","0.558492801111378"
"189","0.5579710369675395","0.5579710369675395","0.5579710369675395"
"190","0.5581586847913947","0.5581586847913947","0.5581586847913947"
"191","0.5580711017085186","0.5580711017085186","0.5580711017085186"
"192","0.5579401997348615","0.5579401997348615","0.5579401997348615"
"193","0.5556132664291124","0.5556132664291124","0.5556132664291124"
"194","0.5554066101511836","0.5554066101511836","0.5554066101511836"
"195","0.555291961476576","0.555291961476576","0.555291961476576"
"196","0.5556449153745765","0.5556449153745765","0.5556449153745765"
"197","0.5547497957534996","0.5547497957534996","0.5547497957534996"
"198","0.5548798586224304","0.5548798586224304","0.5548798586224304"
"199","0.5547849588046116","0.5547849588046116","0.5547849588046116"
"200","0.554878390117443","0.554878390117443","0.554878390117443"
"201","0.5550293170831266","0.5550293170831266","0.5550293170831266"
"202","0.5550632934871993","0.5550632934871993","0.5550632934871993"
"203","0.5553918805093316","0.5553918805093316","0.5553918805093316"
"204","0.5546851625870579","0.5546851625870579","0.5546851625870579"
"205","0.5543995229708629","0.5543995229708629","0.5543995229708629"
"206","0.554281943259997","0.554281943259997","0.554281943259997"
"207","0.5539574412040624","0.5539574412040624","0.5539574412040624"
"208","0.5542219214754778","0.5542219214754778","0.5542219214754778"
"209","0.5542883202587928","0.5542883202587928","0.5542883202587928"
"210","0.5529882364968891","0.5529882364968891","0.5529882364968891"
"211","0.5530259490826321","0.5530259490826321","0.5530259490826321"
"212","0.5532035385239176","0.5532035385239176","0.5532035385239176"
"213","0.5536199200509161","0.5536199200509161","0.5536199200509161"
"214","0.5527354943586954","0.5527354943586954","0.5527354943586954"
"215","0.5522831009305618","0.5522831009305618","0.5522831009305618"
"216","0.553324498019674","0.553324498019674","0.553324498019674"
"217","0.5520792051273264","0.5520792051273264","0.5520792051273264"
"218","0.5524199133024219","0.5524199133024219","0.5524199133024219"
"219","0.5519652943246189","0.5519652943246189","0.5519652943246189"
"220","0.5524282756280983","0.5524282756280983","0.5524282756280983"
"221","0.5524969955500566","0.5524969955500566","0.5524969955500566"
"222","0.5526975678945085","0.5526975678945085","0.5526975678945085"
"223","0.5525766511268572","0.5525766511268572","0.5525766511268572"
"224","0.552510431292115","0.552510431292115","0.552510431292115"
"225","0.5519549367946823","0.5519549367946823","0.5519549367946823"
"226","0.5522552410530472","0.5522552410530472","0.5522552410530472"
"227","0.5516976109748151","0.5516976109748151","0.5516976109748151"
"228","0.5514629794175703","0.5514629794175703","0.5514629794175703"
"229","0.5517274677207091","0.5517274677207091","0.5517274677207091"
"230","0.5517235646140339","0.5517235646140339","0.5517235646140339"
"231","0.5512144217778342","0.5512144217778342","0.5512144217778342"
"232","0.5505712074773383","0.5505712074773383","0.5505712074773383"
"233","0.5505984354595288","0.5505984354595288","0.5505984354595288"
"234","0.5503681078001288","0.5503681078001288","0.5503681078001288"
"235","0.5502923595407625","0.5502923595407625","0.5502923595407625"
"236","0.5504046417131295","0.5504046417131295","0.5504046417131295"
"237","0.5507045358008547","0.5507045358008547","0.5507045358008547"
"238","0.5506435869290727","0.5506435869290727","0.5506435869290727"
"239","0.5505780259753874","0.5505780259753874","0.5505780259753874"
"240","0.55101047325526","0.55101047325526","0.55101047325526"
"241","0.5508717991663282","0.5508717991663282","0.5508717991663282"
"242","0.55055363999064","0.55055363999064","0.55055363999064"
"243","0.550759947379862","0.550759947379862","0.550759947379862"
"244","0.5516329914703337","0.5516329914703337","0.5516329914703337"
"245","0.5519982507663865","0.5519982507663865","0.5519982507663865"
"246","0.5521191602687654","0.5521191602687654","0.5521191602687654"
"247","0.5516040116383596","0.5516040116383596","0.5516040116383596"
"248","0.5509911103235037","0.5509911103235037","0.5509911103235037"
"249","0.5507567737426784","0.5507567737426784","0.5507567737426784"
"250","0.5504445703387921","0.5504445703387921","0.5504445703387921"
"251","0.5504563231327297","0.5504563231327297","0.5504563231327297"
"252","0.5504537190397861","0.5504537190397861","0.5504537190397861"
"253","0.5500799814567284","0.5500799814567284","0.5500799814567284"
"254","0.5514542683294488","0.5514542683294488","0.5514542683294488"
"255","0.5515254226440511","0.5515254226440511","0.5515254226440511"
"256","0.5514466619474919","0.5514466619474919","0.5514466619474919"
"257","0.5498137035427338","0.5498137035427338","0.5498137035427338"
"258","0.5511994538042924","0.5511994538042924","0.5511994538042924"
"259","0.5499038810833592","0.5499038810833592","0.5499038810833592"
"260","0.5498193555774696","0.5498193555774696","0.5498193555774696"
"261","0.5494920808603164","0.5494920808603164","0.5494920808603164"
"262","0.5506193418428271","0.5506193418428271","0.5506193418428271"
"263","0.5504660394715215","0.5504660394715215","0.5504660394715215"
"264","0.5504886290233111","0.5504886290233111","0.5504886290233111"
"265","0.5504211481949779","0.5504211481949779","0.5504211481949779"
"266","0.5503018478158387","0.5503018478158387","0.5503018478158387"
"267","0.5503903788824205","0.5503903788824205","0.5503903788824205"
"268","0.5505235048045614","0.5505235048045614","0.5505235048045614"
"269","0.5500984942949183","0.5500984942949183","0.5500984942949183"
"270","0.5500712987901739","0.5500712987901739","0.5500712987901739"
"271","0.5497796409125427","0.5497796409125427","0.5497796409125427"
"272","0.5494561883329696","0.5494561883329696","0.5494561883329696"
"273","0.549794462054636","0.549794462054636","0.549794462054636"
"274","0.5492375521830783","0.5492375521830783","0.5492375521830783"
"275","0.5492489696385513","0.5492489696385513","0.5492489696385513"
"276","0.5491014746729517","0.5491014746729517","0.5491014746729517"
"277","0.5496363403618292","0.5496363403618292","0.5496363403618292"
"278","0.5495825310307552","0.5495825310307552","0.5495825310307552"
"279","0.5492539334905823","0.5492539334905823","0.5492539334905823"
"280","0.5493848580529799","0.5493848580529799","0.5493848580529799"
"281","0.5489626957462225","0.5489626957462225","0.5489626957462225"
"282","0.5487456894561543","0.5487456894561543","0.5487456894561543"
"283","0.5487134372319445","0.5487134372319445","0.5487134372319445"
"284","0.5485757195414729","0.5485757195414729","0.5485757195414729"
"285","0.5471821897039792","0.5471821897039792","0.5471821897039792"
"286","0.5469264401059858","0.5469264401059858","0.5469264401059858"
"287","0.546785269171734","0.546785269171734","0.546785269171734"
"288","0.5467558703538804","0.5467558703538804","0.5467558703538804"
"289","0.5464278052216157","0.5464278052216157","0.5464278052216157"
"290","0.5461130807796458","0.5461130807796458","0.5461130807796458"
"291","0.5459844275815252","0.5459844275815252","0.5459844275815252"
"292","0.5458790643755557","0.5458790643755557","0.5458790643755557"
"293","0.5456719865799675","0.5456719865799675","0.5456719865799675"
"294","0.5455070435832732","0.5455070435832732","0.5455070435832732"
"295","0.5454121371550358","0.5454121371550358","0.5454121371550358"
"296","0.5453325261767936","0.5453325261767936","0.5453325261767936"
"297","0.5455487534161919","0.5455487534161919","0.5455487534161919"
"298","0.5454357586812598","0.5454357586812598","0.5454357586812598"
"299","0.5459631748858682","0.5459631748858682","0.5459631748858682"